author,title,summary
Maryna Hlaiboroda,ИИ-психопат и ИИ-обманщик – Hey Machine Learning,"Инженеры из MIT утверждают, что создали нейросеть Norman как напоминание, что поведение ИИ — вина не его алгоритмов, а данных для его обучения. TSN.ua
Инженеры компании Google разработали алгоритм AutoAugment, который дополняет данные для обучения алгоритмов компьютерного зрения изображениями, созданными на основе существующих. Алгоритм трансформирует, обрезает, отражает и изменяет цвета на изображениях, что позволяет увеличить набор исходных данных для обучения. Чтобы наглядно показать влияние данных на результат, исследователи из MIT показали картинки из теста Роршаха двум нейросетям: ИИ-алгоритму, который обучали на обычных наборах с изображениями людей, кошек и птиц, и Norman. Он также отметил, что использование ИИ должно быть “социально полезным”, а при его разработке необходимо предусмотреть “надежные средства обеспечения безопасности”. В результате он научился самостоятельно определять правила, по которым необходимо изменить изображение и создать уникальное, не исказив его при этом. Ученые также отметили, что разработанная ими система смогла обмануть алгоритм Faster R-CNN, который создала компания Facebook. Для создания алгоритма специалисты компании использовали модель обучения с подкреплением. Специалисты хотели продемонстрировать важность данных, на которых обучают модель, а также их сбалансированность. U of T News
Генеральный директор корпорации Google Сундар Пичай заявил, что инженеры компании не будут заниматься военными разработками искусственного интеллекта."
Amine Aoullay,How to use Noise to your advantage ? – Towards Data Science,"The important thing to remember is that adding noise was used as an advantage to boost the exploration performance of reinforcement learning algorithms. Other approaches were focused on what is known as Action-Space-Noise which introduce noise to change the likelihoods associated with each action the agent might take from one moment to the next. In this post we’ll see some examples where the noise can be used as an advantage. Facebook researchers and engineers have addressed this by training image recognition networks on large sets of public images with hashtags. [1] Weakly-supervised-pretraining: https://research.fb.com/publications/exploring-the-limits-of-weakly-supervised-pretraining/
[2] Better Exploration with Parameter Noise: https://blog.openai.com/better-exploration-with-parameter-noise/
From a quick cheer to a standing ovation, clap to show how much you enjoyed this story. RL is an area of machine learning that assumes there is an agent situated in an environment. The initial results of the Parameter-Space-Noise model proved to be really promising. Noise should not be our enemy ! OpenAI proposes a technique called Parameter-Space-Noise, that introduces noises in the model policy parameters at the beginning of each episode. Adding noise to inputs randomly is like telling the network to not change the output in a ball around your exact input."
Kelvin Li,The Complex language used in Back Propagation – Kelvin Li – Medium,"What backpropagation would do is that it will do some calculus (will be covered in another post) to determine the direction of increase/decrease, aka the gradient,(cut less of the platform or cut more of the platform) to achieve the best weights (ideal time the door opens). A loss function is just some function that we use to determine how correct the predicted output is from the real output. A neuron is simply just a function. Weights are the values that we want to use to adjust the outputs of our functions in each neuron. It then updates these weights every time it has created new weights and runs the neural net again(every trial you cut a piece of the platform to test). Think of these functions as how much of a yes or a no an input is. In a Neural Net, we have weights assigned to each neuron. Each neuron also has an activation function that spits out a value for the next neuron to calculate. Backpropagation is commonly used by the gradient descent optimization algorithm to adjust the weight of neurons by calculating the gradient of the loss function
If you have taken a basic elementary algebra class, you may have heard of the idea of a slope. The result of these activation function might not always be what we want."
Arthur Juliani,Simple Reinforcement Learning with Tensorflow Part 0: Q-Learning with Tables and Neural Networks,"By updating in this way, the table slowly begins to obtain accurate measures of the expected future reward for a given action in a given state. We make updates to our Q-table using something called the Bellman equation, which states that the expected long-term reward for a given action is equal to the immediate reward from the current action combined with the expected reward from the best future action taken at the following state. In it’s simplest implementation, Q-Learning is a table of values for every state (row) and action (column) possible in the environment. We instead need some way to take a description of our state, and produce Q-values for actions without a table: that is where neural networks come in. In equation form, the rule looks like this:
This says that the Q-value for a given state (s) and action (a) should represent the current reward (r) plus the maximum discounted (γ) future reward expected according to our own table for the next state (s’) we would end up in. Instead of starting with a complex and unwieldy deep neural network, we will begin by implementing a simple lookup-table version of the algorithm, and then show how to implement a neural-network equivalent using Tensorflow. In the case of the FrozenLake environment, we have 16 possible states (one for each block), and 4 possible actions (the four directions of movement), giving us a 16x4 table of Q-values. Within each cell of the table, we learn a value for how good it is to take a given action within a given state. There are a number of possible extensions to our simple Q-Network which allow for greater performance and more robust learning. Unlike policy gradient methods, which attempt to learn functions which directly map an observation to an action, Q-Learning attempts to learn the value of being in a given state, and taking a specific action there."
Stefan Kojouharov,"Cheat Sheets for AI, Neural Networks, Machine Learning, Deep Learning & Big Data","SciPy builds on the NumPy array object and is part of the NumPy stack which includes tools like Matplotlib, pandas and SymPy, and an expanding set of scientific computing libraries. [3]
matplotlib is a plotting library for the Python programming language and its numerical mathematics extension NumPy. [6] matplotlib is designed to be as usable as MATLAB, with the ability to use Python, with the advantage that it is free. Scikit-learn (formerly scikits.learn) is a free software machine learning library for the Python programming language. pyplot is a matplotlib module which provides a MATLAB-like interface. This machine learning cheat sheet will help you find the right estimator for the job which is the most difficult part. There is also a procedural “pylab” interface based on a state machine (like OpenGL), designed to closely resemble that of MATLAB, though its use is discouraged. Big-O Algorithm Cheat Sheet: http://bigocheatsheet.com/
Bokeh Cheat Sheet: https://s3.amazonaws.com/assets.datacamp.com/blog_assets/Python_Bokeh_Cheat_Sheet.pdf
Data Science Cheat Sheet: https://www.datacamp.com/community/tutorials/python-data-science-cheat-sheet-basics
Data Wrangling Cheat Sheet: https://www.rstudio.com/wp-content/uploads/2015/02/data-wrangling-cheatsheet.pdf
Data Wrangling: https://en.wikipedia.org/wiki/Data_wrangling
Ggplot Cheat Sheet: https://www.rstudio.com/wp-content/uploads/2015/03/ggplot2-cheatsheet.pdf
Keras Cheat Sheet: https://www.datacamp.com/community/blog/keras-cheat-sheet#gs.DRKeNMs
Keras: https://en.wikipedia.org/wiki/Keras
Machine Learning Cheat Sheet: https://ai.icymi.email/new-machinelearning-cheat-sheet-by-emily-barry-abdsc/
Machine Learning Cheat Sheet: https://docs.microsoft.com/en-in/azure/machine-learning/machine-learning-algorithm-cheat-sheet
ML Cheat Sheet:: http://peekaboo-vision.blogspot.com/2013/01/machine-learning-cheat-sheet-for-scikit.html
Matplotlib Cheat Sheet: https://www.datacamp.com/community/blog/python-matplotlib-cheat-sheet#gs.uEKySpY
Matpotlib: https://en.wikipedia.org/wiki/Matplotlib
Neural Networks Cheat Sheet: http://www.asimovinstitute.org/neural-network-zoo/
Neural Networks Graph Cheat Sheet: http://www.asimovinstitute.org/blog/
Neural Networks: https://www.quora.com/Where-can-find-a-cheat-sheet-for-neural-network
Numpy Cheat Sheet: https://www.datacamp.com/community/blog/python-numpy-cheat-sheet#gs.AK5ZBgE
NumPy: https://en.wikipedia.org/wiki/NumPy
Pandas Cheat Sheet: https://www.datacamp.com/community/blog/python-pandas-cheat-sheet#gs.oundfxM
Pandas: https://en.wikipedia.org/wiki/Pandas_(software)
Pandas Cheat Sheet: https://www.datacamp.com/community/blog/pandas-cheat-sheet-python#gs.HPFoRIc
Pyspark Cheat Sheet: https://www.datacamp.com/community/blog/pyspark-cheat-sheet-python#gs.L=J1zxQ
Scikit Cheat Sheet: https://www.datacamp.com/community/blog/scikit-learn-cheat-sheet
Scikit-learn: https://en.wikipedia.org/wiki/Scikit-learn
Scikit-learn Cheat Sheet: http://peekaboo-vision.blogspot.com/2013/01/machine-learning-cheat-sheet-for-scikit.html
Scipy Cheat Sheet: https://www.datacamp.com/community/blog/python-scipy-cheat-sheet#gs.JDSg3OI
SciPy: https://en.wikipedia.org/wiki/SciPy
TesorFlow Cheat Sheet: https://www.altoros.com/tensorflow-cheat-sheet.html
Tensor Flow: https://en.wikipedia.org/wiki/TensorFlow
From a quick cheer to a standing ovation, clap to show how much you enjoyed this story. The NumPy stack is also sometimes referred to as the SciPy stack. [2] SciPy makes use of matplotlib."
Andrej Karpathy,Yes you should understand backprop – Andrej Karpathy – Medium,"See a longer explanation in CS231n lecture video. See a longer explanation in this CS231n lecture video. See a longer explanation in this CS231n lecture video. The forward and backward pass for a fully connected layer that uses ReLU would at the core include:
If you stare at this for a while you’ll see that if a neuron gets clamped to zero in the forward pass (i.e. But if that is the case, z*(1-z), which is local gradient of the sigmoid non-linearity, will in both cases become zero (“vanish”), making the gradient for both x and W be zero. When you stare at what the backward pass is doing, you’ll see that the gradient signal going backwards in time through all the hidden states is always being multiplied by the same matrix (the recurrence matrix Whh), interspersed with non-linearity backprop. For example, a fully connected layer with sigmoid non-linearity computes (using raw numpy):
If your weight matrix W is initialized too large, the output of the matrix multiply could have a very large range (e.g. I hope you’ll be much more suspicious of backpropagation going forward and think carefully through what the backward pass is doing. Another fun non-linearity is the ReLU, which thresholds neurons at zero from below. TLDR: if you’re using sigmoids or tanh non-linearities in your network and you understand backpropagation you should always be nervous about making sure that the initialization doesn’t cause them to be fully saturated."
Avinash Sharma V,Understanding Activation Functions in Neural Networks,"Another activation function that is used is the tanh function. Another advantage of this activation function is, unlike linear function, the output of the activation function is always going to be in range (0,1) compared to (-inf, inf) of linear function. No matter how many layers we have, if all are linear in nature, the final activation function of last layer is nothing but just a linear function of the input of first layer! So this makes an activation function for a neuron. Each layer is activated by a linear function. Like sigmoid, tanh also has the vanishing gradient problem. Later, comes the ReLu function,
A(x) = max(0,x)
The ReLu function is as shown above. Now, which activation functions to use. Great, so this means we can stack layers. Tanh is also a very popular and widely used activation function."
Arthur Juliani,Simple Reinforcement Learning with Tensorflow Part 8: Asynchronous Actor-Critic Agents (A3C),"In A3C there is a global network, and multiple worker agents which each have their own set of network parameters. ~ From here we go asynchronous ~
Each worker begins by setting its network parameters to those of the global network. The worker then resets its own network parameters to those of the global network, and the process begins again. A worker then uses the gradients to update the global network parameters. Next, a set of worker agents, each with their own network and environment are created. The general outline of the code architecture is:
The A3C algorithm begins by constructing the global network. In the case of A3C, our network will estimate both a value function V(s) (how good a certain state is to be in) and a policy π(s) (a set of action probability outputs). In this way, the global network is constantly being updated by each of the agents, as they interact with their environment. Critically, the agent uses the value estimate (the critic) to update the policy (the actor) more intelligently than traditional policy gradient methods. In this article I want to provide a tutorial on implementing the Asynchronous Advantage Actor-Critic (A3C) algorithm in Tensorflow."
Elle O'Brien,"Romance Novels, Generated by Artificial Intelligence","I gathered over 20,000 Harlequin Romance novel titles and gave them to a neural network, a type of artificial intelligence that learns the structure of text. Let’s have a look by theme:
A common theme in romance novels is pregnancy, and the word “baby” had a strong showing in the titles I trained the neural network on. To wrap it up, some of the adorable failures and near-misses generated by the neural network:
I hope you’ve enjoyed computer-generated romance novel titles half as much as I have. This neural network has never seen the big Montana sky, but it has some questionable ideas about cowboys:
The neural network generated some decidedly PG-13 titles:
They can’t all live happily ever after. that grabbed about 20,000 romance novel titles published under the Harlequin brand off of FictionDB.com. So, this one isn’t an original neural network creation. Naturally, the neural network came up with a lot of baby-themed titles:
There’s an unusually high concentration of sheikhs, vikings, and billionaires in the Harlequin world. It’s possible the network generated it without having “fear” in the training set, but a subset of the Harlequin empire is geared towards paranormal and gothic romance that might have included the word (*Note: I checked, and there was “Veil of Fear” published in 2012). In fact, the very first romance novel published by Harlequin was called “The Manatee”. I fed this list of book titles into a recurrent neural network, using software I got from GitHub, and waited a few hours for the magic to happen."
Slav Ivanov,Picking a GPU for Deep Learning – Slav,"I have $400 to $700: Get the GTX 1080 or GTX 1070 Ti. The price comparison reveals that GTX 1080 Ti, GTX 1070 and GTX 1060 have great value for the compute performance they provide. Here are my GPU recommendations depending on your budget:
I have over $1000: Get as many GTX 1080 Ti or GTX 1080 as you can. If you want to go multi-GPU, get 2x GTX 1070 (if you can find them) or 2x GTX 1070 Ti. However, for two GPUs, you can go 8x/8x lanes or get a processor AND a motherboard that support 32 PCIe lanes. I have less than $300: Get GTX 1050 Ti or save for GTX 1060 if you are serious about Deep Learning. For 3 or 4 GPUs, go with 8x lanes per card with a Xeon with 24 to 32 PCIe lanes. If 1080 is over budget, this will get you the same amount of VRAM (8 GB). Also for an in-depth, albeit slightly outdated GPUs comparison see his article “Which GPU(s) to Get for Deep Learning”. In theory, the P100 and GTX 1080 Ti should be in the same league performance-wise."
Datafiniti,Classifying Websites with Neural Networks – Knowledge from Data: The Datafiniti Blog,"While it’s easy for you or me to realize that the above web page is selling some jeans, a computer would have a hard time making the distinction from the above page from either of the following web pages:
Or
Both of these pages share many similarities to the actual product page, but also have many key differences. Neural networks provide a structure for using the output of one set of input data to adjust A and B to the most likely best values for the next set of input data. We feel pretty good about our ability to classify and extract product data. In order to introduce more complex relationships in our data, we can introduce “hidden” layers in this model, which would end up looking something like:
For a more detailed explanation of neural networks, you can check out the following links:
In our product page classifier algorithm, we setup a neural network with 1 input layer with 27 nodes, 1 hidden layer with 25 nodes, and 1 output layer with 3 output nodes. In the meantime, we’re also working on classifying other types of pages, such as business data, company team pages, event data, and more.As we roll-out these classifiers and data extractors, we’re including each one in our crawl of the entire Internet. Neural networks are better-suited toward classification problems, and extracting data from a web page is a different type of problem. We also want to pull out the actual structured data! Our input layer modeled several features, including:
Our output layer had the following:
Our algorithm for the neural network took the following steps:
The ultimate output is two sets of input layers (T1 and T2), that we can use in a matrix equation to predict page type for any given web page. We don’t actually use neural networks for doing this. In order to see if we could use diameter and heights to determine poisonous-ness, we could set up the following equation:
A * (diameter) + B * (height) = 0 or 1 for not-poisonous / poisonous
We would then try various combinations of A and B for all possible diameters and heights until we found a combination that correctly determined poisonous-ness for as many mushrooms as possible."
Yingjie Miao ,From word2vec to doc2vec: an approach driven by Chinese restaurant process,"It’s natural to think that if we can first group words into clusters, words like “chicken”, “pepper” may stay in one cluster, along with other clusters of “junk” words. ), and vectors in clusters. Now let’s take the cluster sum vector (which is the sum of all vectors from this cluster), and test if it really preserves semantic. Now we find the cluster C whose cluster sum is most similar to current vector. Based on similarity among cluster sum vectors? For example, for a chicken recipe document, the clusters look like this:
Apparently, the first cluster is most relevant. If we can identify the “relevant” clusters, and only summing up word vectors from relevant clusters, we should have a good doc vector. If this is a chicken recipe document, I shouldn’t even consider words like “definitely”, “use”, “my” in the summation. 2) what is the minimal set of words that can reconstruct cluster sum vector (in the sense of cosine similarity)? Basic idea is to use CRP to drive a clustering process and summing word vectors in the right cluster."
Milo Spencer-Harper,How to build a multi-layered neural network in Python,"This layer enables the neural network to think about combinations of inputs. It is now possible for the neural network to discover correlations between the output of Layer 1 and the output in the training set. Also available here: https://github.com/miloharper/multi-layer-neural-network
This code is an adaptation from my previous neural network. But there is a direct relationship between combinations of pixels and apples. You can see from the diagram that the output of Layer 1 feeds into Layer 2. When the neural network calculates the error in layer 2, it propagates the error backwards to layer 1, adjusting the weights as it goes. The process of adding more layers to a neural network, so it can think about combinations, is called “deep learning”. There is no direct relationship between pixels and apples. The correct answer is 0. So the correct answer is 0."
Josh,Everything You Need to Know About Artificial Neural Networks,"Artificial neural networks are not a new concept. Take note that there is a difference between artificial neural networks and neural networks. Now that we have an understanding of artificial neural networks and somewhat of an understanding in how they work, there’s another question that should be on your mind. A lot of the advances in artificial intelligence are new statistical models, but the overwhelming majority of the advances are in a technology called artificial neural networks (ANN). Layers themselves are just sets of neurons. Layers are just sets of neurons. Convolutional Neural Networks (CNN), sometimes called LeNets (named after Yann LeCun), are artificial neural networks where the connections between layers appear to be somewhat arbitrary. Along with now using deep learning, it’s important to know that there are a multitude of different architectures of artificial neural networks. What this means is that given a number, a neuron will perform some sort of calculation (for example the sigmoid function), and then the result of this calculation will be multiplied by a weight as it “travels.” The weighted result can sometimes be the output of your neural network, or as I’ll talk about soon, you can have more neurons configured in layers, which is the basic concept to an idea that we call deep learning. Recurrent Neural Networks (RNN) were created to address the flaw in artificial neural networks that didn’t make decisions based on previous knowledge."
Milo Spencer-Harper,How to create a mind: The secret of human thought revealed,"So how does the human brain work? If we work out the algorithm for a single pattern recogniser, we can repeat it on a computer, creating a neural network. Kurzweil calls this the ‘Pattern Recogniser Theory of the Mind (PRTM)’. In my quest to learn about AI, I read ‘How to create a mind: The secret of human thought revealed’ by Ray Kurzweil. Kurzweil argues that these neural networks could become conscious, like a human mind. This tells us that the human brain can only retrieve information sequentially. Kurzweil, who has spent decades researching AI, proposes that these modules are pattern recognisers. Thus, the human brain offers us clues for how to create an intelligent nonbiological entity. The modules ‘A’ , ‘p’, ‘p’ and ‘l’ link to the ‘Apple’ module, which in turn is linked to higher level pattern recognisers, such as thoughts about apples. So how does the neocortex work?"
Karl N.,Taking Keras to the Zoo – Gab41,"Look at the “Dropout” code on Github, or in your installation folder under keras/layers/core.py. So, there’s Hinton’s Dropout and then there’s Caffe’s Dropout...and they’re different. Let us know! What does this look like in Francois’s code? For 2D convolution, this looks like:
weights=weights[:,:,::-1,::-1]
Here, the variable “weights” will be inserted into your model’s parameters. That way, when people are building algorithms that call themselves “Convolutional Neural Networks”, no one will know which implementation is actually being used for the convolution portion itself. So, download the ModelZoo *.caffemodels, but know that deploying them on Caffe will produce non-scaled results, whereas Keras will. Fortunately, we’ve taken a look at the difference between the kernels in Keras, Theano, and Caffe for you, and after reading this blog, you’ll be able to load models from ModelZoo into any of your favorite Python tools. (Actually x 2, if you have interesting blogs that you read, feel free to let us know!) We happen to know that Theano and Caffe follow different philosophies."
Milo Spencer-Harper,Thanks so much for your response Jared. Really glad you enjoyed reading it.,"For each neuron in layer 1, its error is equal to the error in the output neuron (layer 2), multiplied by the weight of its synapse into the output neuron, multiplied by the sensitivity of the output neuron to input. The three input neurons are layer 0, the four neurons in the hidden layer are layer 1 and the single output neuron is layer 2. Next, I cycle through all the neurons in a layer (line 6) and call each individual neuron’s train() method (line 7). So I look at the incoming synapses into layer 2, and estimate how much each of the neurons in layer 1 were responsible for the error. With the matrices method, I calculated the error for all the neurons in layer 1 simultaneously. First I calculate the error of the output neuron (layer 2), which is the difference between its output and the output in the training set example. But what does the neuron’s train() method do? In my new version of the code, the neural network is represented by a class called NeuralNetwork, and it has a method called train(), which is shown below. How do I find the error in layer 1? I’m going to use this new version of my code to answer your question."
Nikolai Savas,CrAIg: Using Neural Networks to learn Mario – Nikolai Savas – Medium,"Genome: An iteration of crAIg’s brain. If a genome is too different from any of the candidate genomes, it is placed in its own species. NEAT is a genetic algorithm that puts every iteration of crAIg’s brain to the test and then selectively breeds them in a very similar way to the evolution of species in nature. Species: A collection of Genomes. First of all, the NEAT algorithm is a very complex one. Essentially, we first select a “candidate genome” from each species. In other words, offspring can result from either two genomes in the species being merged or from a mutation of a single genome in the species. For crAIg, this means running through a Mario level using a particular genome, or “brain”. After running through the level, we determine the “fitness” of the genome by this function:
Once the fitness of every genome has been calculated, we can move on to the next portion of the algorithm. Generation: An iteration of the NEAT algorithm."
Dr Ben Medlock,Why Turing’s legacy demands a smarter keyboard – Dr Ben Medlock – Medium,"We’ve introduced some of the principles originally conceived of by Turing — artificial neural networks — into our smartphone keyboard for the first time. That’s why the appropriation of this concept in software form is called an “artificial neural network”, or a “neural network” for short. The fact that the human brain is so adept at working with language suggests that neural networks, inspired by the brain’s internal structure, are a good bet for the future of smartphone typing. The second was an idea he called an “unorganized machine”, a type of computer that would use a network of “artificial neurons” to accept inputs and translate them into predicted outputs. Why Turing’s legacy demands a smarter keyboard
When you start a company, you dream of walking in the footsteps of your heroes. Soon after we launched the first version of our app in 2010, I started to think about using neural networks to power smartphone typing rather than the more traditional n-gram approach (a sophisticated form of word frequency counting). As a British tech company, today is a big day for SwiftKey. In order to build a neural network-powered SwiftKey, our engineers were tasked with the enormous challenge of coming up with a solution that would run locally on a smartphone without any perceptible lag. These will be stepping stones to more efficient and personal device interactions — the keyboard of the future will provide an experience that feels less like typing and more like working with a close friend or personal assistant. For those working in artificial intelligence, the British computer scientist and father of the field Alan Turing always comes to mind."
Nieves Ábalos,Semántica desde información desestructurada – BEEVA Labs,"En el de Yahoo! Hemos variado el tamaño del fichero de entrada (de 100.000 documentos a 258.088) para un worker y una dimensión de 300 y el tiempo de entrenamiento se reduce bastante, lo podemos ver en la siguiente tabla:
Los tests ejecutados para ver el comportamiento del espacio de vectores no han sido tan satisfactorios como con word2vec. La calidad de estos vectores dependerá de la cantidad de datos de entrenamiento, del tamaño de los vectores y del algoritmo elegido para entrenar. Ya que doc2vec no nos ha gustado mucho, nuestro siguiente paso es aplicar estos espacios vectoriales a extraer temas y categorías de documentos con técnicas habituales en el mundo del Procesamiento del Lenguaje Natural y de Machine Learning como tf-idf. La representación local es aquella en la que solo tenemos en cuenta las palabras de forma aislada y se representa como un conjunto de términos índice o palabras clave (n-gramas, bag-of-words...). Esta consiste en aprender representaciones vectoriales de palabras, es decir, vamos a tener un espacio multidimensional en el que una palabra es representada como un vector. En la siguiente tabla os mostramos el tiempo que se tarda aproximadamente en entrenar unos 500 MB de datos, suficientes para obtener un buen modelo de vectores. También podemos obtener qué seis palabras se parecen más a dos dadas con el modelo de la Wikipedia y el de Yahoo para ver las diferencias:
Otra propiedad interesante es que las operaciones vectoriales: vector(rey) — vector(hombre) + vector(mujer) nos da como resultado un vector muy cercano a vector(reina). La representacióncontinua es aquella en la que sí se tiene en cuenta el contexto de las palabras y la relación entre ellas y se representan como matrices, vectores, conjuntos e incluso nodos (LSA o LSI, LDS, LDA, representaciones distribuidas o predictivas usando redes neuronales). El proceso es el siguiente (Figura 1), dado el conjunto de textos, se construye un vocabulario y word2vec aprende las representaciones vectoriales de palabras."
Arthur Juliani,Simple Reinforcement Learning with Tensorflow Part 0: Q-Learning with Tables and Neural Networks,"By updating in this way, the table slowly begins to obtain accurate measures of the expected future reward for a given action in a given state. We make updates to our Q-table using something called the Bellman equation, which states that the expected long-term reward for a given action is equal to the immediate reward from the current action combined with the expected reward from the best future action taken at the following state. In it’s simplest implementation, Q-Learning is a table of values for every state (row) and action (column) possible in the environment. We instead need some way to take a description of our state, and produce Q-values for actions without a table: that is where neural networks come in. In equation form, the rule looks like this:
This says that the Q-value for a given state (s) and action (a) should represent the current reward (r) plus the maximum discounted (γ) future reward expected according to our own table for the next state (s’) we would end up in. Instead of starting with a complex and unwieldy deep neural network, we will begin by implementing a simple lookup-table version of the algorithm, and then show how to implement a neural-network equivalent using Tensorflow. In the case of the FrozenLake environment, we have 16 possible states (one for each block), and 4 possible actions (the four directions of movement), giving us a 16x4 table of Q-values. Within each cell of the table, we learn a value for how good it is to take a given action within a given state. There are a number of possible extensions to our simple Q-Network which allow for greater performance and more robust learning. Unlike policy gradient methods, which attempt to learn functions which directly map an observation to an action, Q-Learning attempts to learn the value of being in a given state, and taking a specific action there."
Andrej Karpathy,Yes you should understand backprop – Andrej Karpathy – Medium,"See a longer explanation in CS231n lecture video. See a longer explanation in this CS231n lecture video. See a longer explanation in this CS231n lecture video. The forward and backward pass for a fully connected layer that uses ReLU would at the core include:
If you stare at this for a while you’ll see that if a neuron gets clamped to zero in the forward pass (i.e. But if that is the case, z*(1-z), which is local gradient of the sigmoid non-linearity, will in both cases become zero (“vanish”), making the gradient for both x and W be zero. When you stare at what the backward pass is doing, you’ll see that the gradient signal going backwards in time through all the hidden states is always being multiplied by the same matrix (the recurrence matrix Whh), interspersed with non-linearity backprop. For example, a fully connected layer with sigmoid non-linearity computes (using raw numpy):
If your weight matrix W is initialized too large, the output of the matrix multiply could have a very large range (e.g. I hope you’ll be much more suspicious of backpropagation going forward and think carefully through what the backward pass is doing. Another fun non-linearity is the ReLU, which thresholds neurons at zero from below. TLDR: if you’re using sigmoids or tanh non-linearities in your network and you understand backpropagation you should always be nervous about making sure that the initialization doesn’t cause them to be fully saturated."
Arthur Juliani,Simple Reinforcement Learning with Tensorflow Part 8: Asynchronous Actor-Critic Agents (A3C),"In A3C there is a global network, and multiple worker agents which each have their own set of network parameters. ~ From here we go asynchronous ~
Each worker begins by setting its network parameters to those of the global network. The worker then resets its own network parameters to those of the global network, and the process begins again. A worker then uses the gradients to update the global network parameters. Next, a set of worker agents, each with their own network and environment are created. The general outline of the code architecture is:
The A3C algorithm begins by constructing the global network. In the case of A3C, our network will estimate both a value function V(s) (how good a certain state is to be in) and a policy π(s) (a set of action probability outputs). In this way, the global network is constantly being updated by each of the agents, as they interact with their environment. Critically, the agent uses the value estimate (the critic) to update the policy (the actor) more intelligently than traditional policy gradient methods. In this article I want to provide a tutorial on implementing the Asynchronous Advantage Actor-Critic (A3C) algorithm in Tensorflow."
Rohan Kapur,"Rohan & Lenny #1: Neural Networks & The Backpropagation Algorithm, Explained","the weight is the derivative of the output w.r.t. the weights, then the derivative of the cost w.r.t. This black box will compute and return the error — using the cost function — from our output:
All we’ve done is add another functional dependency; our error is now a function of the output and hence a function of the input, weights, and activation function. We discussed the gradient descent algorithm — one where we update each weight by some negative, scalar reduction of the error derivative with respect to that weight. the input to the output layer (p_i) multiplied by the derivative of that value w.r.t. The derivative of the error w.r.t. The derivative of the error w.r.t. y_i is the input to any neuron in the first hidden layer; it is the weighted sum of all previous neurons (each neuron in the input layer multiplied by the corresponding connecting weights). Assuming we’re sticking with gradient descent for this example, this can be a simple one-liner:
To actually train our network, we take one of our training samples and call forward on each layer consecutively, passing the output of the previous layer as the input of the following layer. an arbitrary weight in the input layer (W1_ij)."
Per Harald Borgen,Learning How To Code Neural Networks – Learning New Stuff – Medium,"Understanding how a neural network works from input to output isn’t that difficult to understand, at least conceptually. So what is a neural network? At this point, you could either try and code your own neural network from scratch or start playing around with some of the networks you have coded up already. After you’ve seen the Welch Labs videos, its a good idea to spend some time watching Week 4 of the Coursera’s Machine Learning course, which covers neural networks, as it’ll give you more intuition of how they work. By basic understanding, I mean that I finally know how to code simple neural networks from scratch on my own. This time I’ve tried to learn neural networks. These articles will also help you understand important concepts as cost functions and gradient descent, which play equally important roles in neural networks. This is the input for our artificial neuron. If you connect a network of these neurons together, you have a neural network, which propagates forward — from input output, via neurons which are connected to each other through synapses, like on the image to the left. This process happens backwards, because you start at the end of the network (observe how wrong the networks ‘guess’ is), and then move backwards through the network, while adjusting the weights on the way, until you finally reach the inputs."
Shi Yan,Understanding LSTM and its diagrams – ML Review – Medium,"Here, I want to use the same symbols and colors of the first diagram to redraw the above diagram:
This is the forget gate (valve) that shuts the old memory:
This is the new memory valve and the new memory:
These are the two valves and the element-wise summation to merge the old memory and the new memory to form C_t (in green, flows back to the big “Cell”):
This is the output valve and output of the LSTM unit:
From a quick cheer to a standing ovation, clap to show how much you enjoyed this story. The output of this network will element-wise multiple the new memory valve, and add to the old memory to form the new memory. The second valve is the new memory valve. Now the second valve is called the new memory valve. This valve controls how much the new memory should influence the old memory. This valve controls how much new memory should output to the next LSTM unit. These two ✖ signs are the forget valve and the new memory valve. This step has an output valve that is controlled by the new memory, the previous output h_t-1, the input X_t and a bias vector. New memory and the old memory will merge by this operation. After these two operations, you have the old memory C_t-1 changed to the new memory C_t."
Ross Goodwin,Adventures in Narrated Reality – Artists and Machine Intelligence – Medium,"But given that I could produce poetic language with a prose-trained model, I wondered what results I could get from a poetry-trained model. As Karpathy writes in his Char-RNN documentation:
In January, I released my code on GitHub along with a set of trained neural network models: an image captioning model and two poetic language LSTM models. Another idea occurred to me: I could seed a poetic language LSTM model with a generated image caption to make a new, more poetic version of word.camera. Using two of Andrej Karpathy’s repositories, NeuralTalk2 and Char-RNN respectively, I trained an image captioning model and a number of models for generating text. Unfortunately, much of the prose-trained model output that contained less poetic language was also less interesting than the passage above. For example, if you wanted to know the machine’s feelings on the meaning of life, you might seed your LSTM with the following text:
And the machine would logically complete your sentence based on the patterns it had absorbed from its training corpus:
However, to get better and more consistent results, it makes sense to prepend the seed with a pre-seed (another paragraph of text) to push the LSTM into a desired state. After training a number of models on fiction and poetry, I decided to try something different: I trained a model on the Oxford English Dictionary. The output above comes from the first model I trained on poetry. As opposed to NeuralTalk2, which is designed to caption images, Karpathy’s Char-RNN employs a character-level LSTM recurrent neural network simply for generating text. For my first attempt at training a NeuralTalk2 model, I wanted to do something less traditional than simply captioning images."
